Date,Aluminium [€/t] (Finanzen.net),Blei [€/t] (Finanzen.net),"Zink [€/t] (Finanzen,net)",Nickel [€/t] (Finanzen.net),Kupfer [€/t],Eisenerz [€/t] (Finanzen.net),Strom [€/MWh] (Finanzen.net),Arbeitskosten Deutschland [€/h] (Eurostat),Platinum [€/g] (Heraeus),Gold [€/g] (Heraeus),Silber [€/kg] (Heraeus),Palladium [€/g] (Heraeus),Rhodium [€/g] (Heraeus),Iridium [€/g] (Heraeus),Ruthenium [€/g] (Heraeus),Erdgas [€/MWh] (Finanzen.net),Stahl HRB [€/t] (SteelBenchmarker),ABS Granulat [€/kg] (Plasticker),PC Granulat [€/kg] (Plasticker),PBT Granulat [€/kg] (Plasticker),PA 6 Granulat [€/kg] (Plasticker),PA 6.6 Granulat [€/kg] (Plasticker),POM Granulat [€/kg] (Plasticker),PE-HD Granulat [€/kg] (Plasticker),PE-LD [€/kg] (Plasticker),PP [€/kg] (Plasticker),PS [€/kg] (Plasticker), Holz [€/t] (finanzen.net),Messing MS 58 1. V. Stufe [€/kg] (Westmetall),Molybdän [€/kg]
22.08.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
23.08.2021,"2.215,07","2.095,85","2.504,36","16.085,12",7917.94,135.69,93.94,37.2,29.95,52.26,697.14,69.46,521.53,158.3,22.43,0.985478667,1133,,,,,,,,,,,,6.94,
24.08.2021,"2.224,17","2.085,23","2.522,01","16.216,56",7977.16,136.15,96.14,37.2,29.98,52.25,695.07,71.05,520.64,158.02,22.4,0.973746778,,,,,,,,,,,,,6.98,
25.08.2021,"2.223,33","2.106,57","2.575,39","16.331,12",7953.07,135.85,95.83,37.2,29.54,52.03,699.49,70.48,524.88,158.02,22.4,0.970813806,,,,,,,,,,,,,7.04,
26.08.2021,"2.228,32","2.070,09","2.545,28","16.050,36",7923.82,135.79,96.29,37.2,29.33,51.73,694.18,68.4,536.89,157.83,22.37,1.044138111,,,,,,,,,,,,,6.98,
27.08.2021,"2.245,91","2.084,85","2.528,91","16.032,89",7988.13,135.36,97.25,37.2,29.33,51.82,689.77,69.4,536.89,157.83,22.37,1.085199722,,,,,,,,,,,,,7,
28.08.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
29.08.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
30.08.2021,,,,,,135.25,99.57,37.2,29.73,52.32,702.95,70.38,534.61,157.16,22.27,1.070534861,,,,,,,,,,,,,,
31.08.2021,"2.294,01","2.019,90","2.537,78","16.520,34",8066.81,134.83,100.06,37.2,29.46,51.96,702.06,71.28,531.13,156.96,22.25,1.088132694,,,,,,,,,,,,,6.99,
01.09.2021,"2.271,35","2.026,60","2.514,38","16.500,74",7880.18,120.82,101.45,37.2,,,,,,,,1.143859167,,1.9,2.41,2.2,2.42,2.57,2.78,0.83,0.69,0.93,0.89,,6.9,
02.09.2021,"2.274,76","2.013,47","2.515,26","16.304,78",7883.91,118.32,103.25,37.2,33.62,51.76,784.72,64.44,613.55,136.95,11.02,1.146792139,,,,,,,,,,,,,6.9,
03.09.2021,"2.295,87","2.006,02","2.512,40","16.410,32",7930.59,121.93,103.65,37.2,34.14,49.17,755.13,65.29,787.53,166.96,12.51,1.164389972,,,,,,,,,,,,,6.91,
04.09.2021,,,,,,,,37.2,35.12,49.9,731.45,75.24,818.11,181.5,13.59,,,,,,,,,,,,,,,
05.09.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
06.09.2021,"2.328,89","1.999,62","2.534,14","16.541,85",7953.41,,104.82,37.2,33.07,52.88,783.5,77.56,598.39,179.52,23.75,,,,,,,,,,,,,,7,
07.09.2021,"2.327,54","1.982,06","2.548,86","16.504,71",7877.71,117.35,106.15,37.2,31.96,51.92,761.39,79.99,518.08,173.63,23.71,1.132127278,,,,,,,,,,,,,6.97,
08.09.2021,"2.365,69","1.979,82","2.582,52","16.690,78",7806.71,114.70,107.95,37.2,29.04,50.46,703.01,75.51,577.76,166.28,23.86,1.217183472,,,,,,,,,,,,,6.98,
09.09.2021,"2.400,96","1.965,08","2.597,56","17.109,03",7922.12,113.15,110.51,37.2,28.91,51.6,702.95,64.57,498.13,151.54,21.83,1.246513194,,,,,,,,,,,,,7.04,
10.09.2021,"2.468,84","2.004,83","2.615,25","17.250,14",8055.71,112.75,110.54,37.2,,,,,,,,1.225982389,,,,,,,,,,,,,7.15,
11.09.2021,,,,,,,,37.2,31.63,53.66,718.95,59.62,449.63,131.31,18.88,,,,,,,,,,,,,,,
12.09.2021,,,,,,,,37.2,28.98,53.43,674.42,53.2,455.7,127.48,18.61,,,,,,,,,,,,,,,
13.09.2021,"2.448,01","1.946,20","2.601,04","16.869,71",8149.89,109.77,114.01,37.2,28.32,51.75,689.18,61.67,463.64,151.74,21.85,1.299306694,1122,,,,,,,,,,,,7.24,
14.09.2021,"2.398,11","1.924,10","2.570,93","16.634,76",7968.78,108.53,114.62,37.2,27.99,51.45,691.24,57.2,420.96,151.54,21.83,1.308105611,,,,,,,,,,,,,7.08,
15.09.2021,"2.448,06","1.890,46","2.581,89","16.792,05",8028.86,105.06,120.37,37.2,27.87,51.97,695.63,57.2,364.83,151.54,21.23,1.355033167,,,,,,,,,,,,,7.13,
16.09.2021,"2.448,54","1.909,43","2.603,25","16.592,33",7942.19,101.92,113.21,37.2,27.81,50.75,672.74,58.65,379.99,152,21.3,1.331569389,,,,,,,,,,,,,7.11,
17.09.2021,"2.459,12","1.885,87","2.649,43","16.823,58",8039.36,104.80,115.52,37.2,28.03,50.66,668.04,58.34,393.89,151.94,21.29,1.275842917,,,,,,,,,,,,,7.11,
18.09.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
19.09.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
20.09.2021,"2.440,85","1.849,74","2.572,70","16.262,42",7796.92,99.76,120.95,37.2,27.43,50.84,660.86,55.75,395.75,152.65,21.39,1.246513194,,,,,,,,,,,,,6.89,
21.09.2021,"2.426,98","1.850,08","2.560,78","16.123,74",7765.23,101.49,120.58,37.2,27.99,51.15,664.72,55.29,413.76,152.51,21.37,1.202518611,,,,,,,,,,,,,6.94,
22.09.2021,,,,,,,120.61,37.2,29.24,51.62,672.65,57.32,424.01,151.23,21.39,,,,,,,,,,,,,,7.04,
23.09.2021,,,,,,,120.71,37.2,29.46,51.02,669.08,57.69,433.04,151.42,21.42,,,,,,,,,,,,,,7.06,
24.09.2021,,,,,,,125.05,37.2,28.81,50.73,658.75,56.69,447.2,151.42,21.42,,,,,,,,,,,,,,7.1,
25.09.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
26.09.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
27.09.2021,,,,,,,132.41,37.2,29.35,50.95,675.86,57.19,453.44,150.2,21.44,,1069,,,,,,,,,,,,7.14,
28.09.2021,"2.519,36","1.886,03","2.627,21","15.923,85",7925.43,102.58,137.67,37.2,29.22,50.69,661.64,56.52,453.83,150.33,21.46,1.466486111,,,,,,,,,,,,,7.09,
29.09.2021,"2.511,40","1.883,69","2.627,28","16.058,97",7909.51,103.20,140.39,37.2,28.64,50.66,649.71,55.2,434.91,150.66,21.51,1.384362889,,,,,,,,,,,,,7.88,
30.09.2021,"2.468,16","1.825,02","2.603,29","15.695,29",7805.81,103.31,154.74,37.2,28.98,51.37,655.41,55.41,424.84,151.63,21.65,1.487016917,,,,,,,,,,,,,7.01,
01.10.2021,"2.457,34","1.858,32","2.586,13","15.628,42",7877.25,99.82,162.25,37.2,,,,,,,,1.422491528,,1.81,2.23,2.21,2.36,2.98,2.33,0.88,0.74,0.97,0.92,,7.04,
02.10.2021,,,,,,,,37.2,35.19,51.94,784.52,65.69,615.01,136.67,10.99,,,,,,,,,,,,,,,
03.10.2021,,,,,,,,37.2,34.55,49.11,755.13,65.29,765.27,169.75,12.51,,,,,,,,,,,,,,,
04.10.2021,"2.509,92","1.884,92","2.592,42","15.613,03",7967.77,101.36,184.01,37.2,,,,,,,,1.457687194,,,,,,,,,,,,,7.1,
05.10.2021,"2.518,65","1.884,24","2.596,46","15.345,98",7912.78,101.62,227.25,37.2,36.21,51.51,785.12,82.68,784.95,185.34,14.72,1.595536889,,,,,,,,,,,,,7.02,
06.10.2021,"2.507,29","1.901,26","2.609,15","15.658,34",7833.89,101.84,186.15,37.2,32.59,52.82,792.59,76.74,625.58,179.52,23.75,1.443022333,,,,,,,,,,,,,7.06,
07.10.2021,"2.548,91","1.887,03","2.617,57","15.782,46",8038.21,102.19,167.01,37.2,,,,,,,,1.440089361,,,,,,,,,,,,,7.1,
08.10.2021,"2.554,38","1.946,98","2.707,37","16.291,72",8107.09,106.10,159.01,37.2,29.31,50.15,689.76,76.83,580.22,164.16,23.22,1.410759639,,,,,,,,,,,,,7.17,
09.10.2021,,,,,,,,37.2,28.87,51.94,710.54,63.04,476.27,151.29,21.79,,,,,,,,,,,,,,,
10.10.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
11.10.2021,"2.639,46","1.973,99","2.767,54","16.808,17",8312.43,112.72,161.45,37.2,32.2,55.06,751.09,60.02,451.57,131.89,18.97,1.357966139,1039,,,,,,,,,,,,7.36,
12.10.2021,"2.656,86","1.984,48","2.816,21","16.797,61",8311.35,109.63,158.38,37.2,29.02,53.77,678.38,53.27,456.31,127.65,18.63,1.401960722,,,,,,,,,,,,,7.42,
13.10.2021,"2.641,95","1.973,01","2.939,68","16.585,61",8330.41,105.45,163.25,37.2,30.84,52.57,691.24,62.77,441.54,143.36,20.48,1.413692611,,,,,,,,,,,,,7.52,
14.10.2021,"2.691,86","2.008,02","3.061,82","16.629,31",8596.51,105.90,170.88,37.2,31.01,52.75,692.73,63.08,446.31,140.18,20.44,1.440089361,,,,,,,,,,,,,7.73,
15.10.2021,"2.727,90","2.070,60","3.271,41","17.119,09",9096.59,106.19,173.01,37.2,31.33,52.04,692.73,62.07,445.34,139.88,20.39,1.366765056,,,,,,,,,,,,,8.15,
16.10.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
17.10.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
18.10.2021,"2.728,07","2.089,14","3.211,26","17.409,46",9042.41,106.27,167.01,37.2,31.34,51.96,691.24,58.59,443.45,140.18,20.44,1.261178056,,,,,,,,,,,,,8.14,
19.10.2021,"2.672,02","2.078,82","3.185,92","17.579,08",9155.06,105.98,162.81,37.2,31.32,51.92,712,60.8,440.59,139.29,19.55,1.284641833,,,,,,,,,,,,,8.14,
20.10.2021,"2.634,97","2.047,35","3.076,15","17.196,21",8722.15,106.01,163.38,37.2,31.14,51.87,709.65,60.57,433.86,139.4,19.57,1.302239667,,,,,,,,,,,,,7.84,
21.10.2021,"2.503,33","2.077,02","3.082,48","17.654,50",8644.78,105.70,156.45,37.2,31.08,51.97,714.97,58.51,437.75,139.29,19.55,1.290507778,,,,,,,,,,,,,7.76,
22.10.2021,"2.462,88","2.114,04","3.000,52","17.478,85",8579.15,105.19,156.36,37.2,32,52.96,735.84,58.92,438.69,139.59,19.6,1.328636417,,,,,,,,,,,,,7.7,
23.10.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
24.10.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
25.10.2021,"2.476,21","2.139,81","3.022,95","17.338,21",8654.34,105.11,156.01,37.2,31.6,52.78,726.99,59.48,439.63,139.88,19.64,1.489949889,1025,,,,,,,,,,,,7.75,
26.10.2021,"2.444,16","2.142,03","2.979,22","17.673,44",8610.66,105.61,155.25,37.2,30.88,52.34,713.59,58.76,445.34,137.03,19.18,1.487016917,,,,,,,,,,,,,7.69,
27.10.2021,"2.313,09","2.093,15","2.917,10","17.104,57",8330.52,105.44,152.25,37.2,30.6,52.34,712.99,58.18,445.34,137.03,19.18,1.566207167,,,,,,,,,,,,,7.59,
28.10.2021,"2.364,70","2.086,24","2.923,22","16.969,27",8438.41,104.38,144.01,37.2,30.47,52.55,717.94,58.22,443.44,136.44,18.05,1.45182125,,,,,,,,,,,,,7.62,
29.10.2021,"2.350,82","2.118,96","2.990,48","16.859,23",8613.53,104.92,136.01,37.2,30.29,52.12,709.04,57.21,443.44,136.44,18.05,1.378496944,,,,,,,,,,,,,7.65,
30.10.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
31.10.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
01.11.2021,"2.339,18","2.102,20","2.954,89","16.927,92",8507.35,88.40,129.54,37.2,29.37,51.61,714.05,65.08,532.57,101.05,9.54,1.311038583,,1.9,2.56,2.17,2.48,3.19,2.79,0.96,0.89,1.53,0.99,,,
02.11.2021,"2.325,30","2.084,16","2.931,64","17.120,96",8478.78,85.85,133.44,37.2,35.49,51.82,777.72,65.72,620.74,139.46,11,1.401960722,,,,,,,,,,,,,7.58,
03.11.2021,"2.290,42","2.084,82","2.902,91","17.033,37",8460.71,85.55,141.47,37.2,35.04,49.1,753.42,66.99,692.79,169.04,12.46,1.431290444,,,,,,,,,,,,,7.59,
04.11.2021,"2.219,19","2.087,71","2.891,70","16.944,31",8467.74,84.09,139.71,37.2,,,,,,,,1.45182125,,,,,,,,,,,,,7.57,
05.11.2021,"2.211,19","2.073,01","2.795,63","16.672,58",8430.95,81.74,139.75,37.2,34.79,51.23,776.58,81.16,784.95,185.34,15.86,1.401960722,,,,,,,,,,,,,7.52,
06.11.2021,,,,,,,,37.2,33.01,52.98,802.64,78.04,643.14,172.42,23.89,,,,,,,,,,,,,,,
07.11.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
08.11.2021,"2.248,02","2.061,62","2.825,47","16.923,97",8528.35,81.43,143.25,37.2,29.86,50.32,690.35,75.45,579.48,163.96,23.18,1.375563972,983,,,,,,,,,,,,7.58,
09.11.2021,"2.209,28","2.068,70","2.878,98","17.006,08",8625.39,79.34,139.81,37.2,,,,,,,,1.261178056,,,,,,,,,,,,,7.68,
10.11.2021,"2.248,18","2.046,64","2.878,79","17.101,61",8528.24,80.30,135.56,37.2,30.89,51.58,679.29,62.64,440.58,145.91,20.44,1.246513194,,,,,,,,,,,,,7.56,
11.11.2021,"2.322,34","2.082,91","2.894,60","17.332,66",8601.49,81.76,138.23,37.2,32.94,55.16,755.53,60.97,455.52,130.15,19.13,1.3198375,,,,,,,,,,,,,7.65,
12.11.2021,"2.359,21","2.089,08","2.856,52","17.432,83",8610.69,81.61,141.25,37.2,,,,,,,,1.228915361,,,,,,,,,,,,,7.65,
13.11.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
14.11.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
15.11.2021,"2.337,03","2.100,80","2.872,59","17.547,61",8659.67,81.24,146.88,37.2,32.51,55.26,760.19,63.13,459.2,127.47,19.16,1.296373722,,,,,,,,,,,,,7.64,
16.11.2021,"2.270,68","2.044,38","2.836,83","17.364,98",8549.26,81.26,157.75,37.2,33.01,55.85,764.33,64.01,462.45,128.38,19.29,1.340368306,,,,,,,,,,,,,7.58,
17.11.2021,"2.306,82","2.015,11","2.839,89","17.290,31",8387.31,81.94,169.25,37.2,32.82,55.83,764.65,64.74,464.49,128.95,19.38,1.249446167,,,,,,,,,,,,,7.52,
18.11.2021,"2.286,27","1.968,48","2.814,57","16.963,56",8308.66,80.90,166.72,37.2,32.73,56,763.64,64.95,463.88,128.77,19.36,1.264111028,,,,,,,,,,,,,7.46,
19.11.2021,"2.372,25","1.976,95","2.850,18","17.712,77",8528.77,82.25,161.31,37.2,32,55.93,760.06,62.22,458.63,128.95,19.38,1.316904528,,,,,,,,,,,,,7.61,
20.11.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
21.11.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
22.11.2021,"2.389,00","1.991,37","2.914,98","18.035,32",8657.29,83.10,162.01,37.2,31.69,55.08,754.22,61.46,460.67,129.52,19.47,1.249446167,979,,,,,,,,,,,,7.69,
23.11.2021,"2.375,97","2.023,78","3.000,00","18.303,04",8734.17,83.55,165.01,37.2,30.05,54.04,719.85,58.42,453.92,129.69,19.5,1.296373722,,,,,,,,,,,,,7.83,
24.11.2021,"2.413,83","2.047,32","3.061,29","18.863,55",8794.36,84.21,169.01,37.2,30.46,54.3,725.18,56.5,449.42,128.62,18.77,1.328636417,,,,,,,,,,,,,,
25.11.2021,"2.415,11","2.079,10","3.061,48","18.794,11",8861.79,,174.31,37.2,30.61,54.66,735.99,56.5,446.46,128.62,18.77,,,,,,,,,,,,,,7.91,
26.11.2021,"2.318,95","2.036,40","2.942,40","17.874,91",8507.01,83.43,172.75,37.2,30.29,54.5,724.07,54.4,443.89,127.87,18.66,1.410759639,,,,,,,,,,,,,7.65,
27.11.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
28.11.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
29.11.2021,"2.329,32","2.044,55","2.944,20","18.014,61",8636.85,83.89,174.56,37.2,29.89,53.97,708.13,54.47,448.89,128.05,18.69,1.261178056,,,,,,,,,,,,,7.72,
30.11.2021,"2.316,88","2.067,52","2.900,68","17.804,53",8470.19,83.77,178.01,37.2,29.31,54.18,709.51,53.41,449.32,126.92,18.53,1.181987806,,,,,,,,,,,,,7.6,
01.12.2021,"2.354,35","2.053,94","2.911,87","18.028,80",8455.78,91.16,180.01,37.2,30.15,51.79,721.11,65.77,545.11,100.85,9.81,1.102797556,,2.16,3.1,2.17,2.4,3.25,2.84,0.92,0.85,1.4,1.16,,7.58,
02.12.2021,"2.307,14","2.043,71","2.914,18","17.860,21",8422.78,90.09,183.75,37.2,34.76,51.07,777.4,65.69,631.42,139.4,10.99,1.052937028,,,,,,,,,,,,,7.54,
03.12.2021,"2.317,10","1.971,54","2.937,86","17.929,91",8407.79,89.71,187.31,37.2,34.5,48.64,743.41,67.12,697.02,170.78,12.49,1.070534861,,,,,,,,,,,,,7.57,
04.12.2021,,,,,,,,37.2,34.43,49.68,731.9,75.27,807.02,180.88,13.55,,,,,,,,,,,,,,,
05.12.2021,,,,,,,,37.2,35.39,51.44,781.21,81.91,815.56,186.1,17.37,,,,,,,,,,,,,,,
06.12.2021,"2.297,71","1.979,71","2.857,24","17.705,70",8470.11,91.93,191.01,37.2,,,,,,,,0.950283,,,,,,,,,,,,,7.54,
07.12.2021,"2.332,74","1.976,62","2.917,16","18.017,93",8560.59,95.88,,37.2,32.56,51.66,759.78,81.09,558.91,173.26,23.66,0.964947861,,,,,,,,,,,,,7.66,
08.12.2021,"2.321,46","1.983,29","2.938,69","18.005,02",8423.68,94.12,,37.2,29.98,50.59,681.82,75.46,578.49,163.67,23.14,0.988411639,,,,,,,,,,,,,7.61,
09.12.2021,"2.325,47","2.062,69","2.965,91","17.664,35",8479.79,94.28,,37.2,,,,,,,,0.988411639,,,,,,,,,,,,,7.61,
10.12.2021,"2.302,97","2.014,27","2.943,54","17.632,09",8399.67,92.77,,37.2,30.49,52.1,680.74,61.16,442.5,146.54,20.52,1.017741361,,,,,,,,,,,,,7.61,
11.12.2021,,,,,,,,37.2,32.64,54.99,753.12,60.97,458.41,127.26,19.13,,,,,,,,,,,,,,,
12.12.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
13.12.2021,"2.351,40","2.074,89","2.981,48","17.637,05",8362.38,96.18,,37.2,28.95,53.85,682.04,53.16,456.71,123.35,18.03,0.985478667,898,,,,,,,,,,,,7.6,
14.12.2021,"2.334,47","2.063,90","2.967,41","17.532,75",8354.15,95.07,,37.2,28.52,53.43,669.83,49.65,455.7,123.09,17.99,0.97667975,,,,,,,,,,,,,7.56,
15.12.2021,"2.304,66","2.041,92","2.894,55","17.113,20",8158.26,96.70,,37.2,27.89,53.52,666.66,47.49,457.72,123.63,18.07,0.985478667,,,,,,,,,,,,,7.45,
16.12.2021,"2.353,41","2.077,21","2.995,23","17.280,83",8387.82,98.12,,37.2,28.67,53.91,685.14,50.87,454.69,122.81,17.95,0.97667975,,,,,,,,,,,,,7.58,
17.12.2021,"2.424,08","2.067,58","3.052,01","17.640,25",8424.03,99.34,,37.2,29.09,54.48,692.77,53.79,455.7,123.09,17.99,0.962014889,,,,,,,,,,,,,7.6,
18.12.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
19.12.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
20.12.2021,"2.407,24","2.066,76","3.014,81","17.174,27",8390.17,100.89,,37.2,28.41,54.1,681.44,52.08,456.31,123.25,18.01,0.997210556,,,,,,,,,,,,,7.56,
21.12.2021,"2.440,82","2.058,05","3.053,18","17.503,66",8438.64,100.72,,37.2,29.04,54.24,695.84,54.8,456.71,123.35,18.03,1.006009472,,,,,,,,,,,,,7.63,
22.12.2021,"2.494,37","2.056,08","3.153,84","17.647,81",8512.25,99.39,,37.2,29,54.02,693.39,54.88,456.1,123.19,18.01,1.02947325,,,,,,,,,,,,,7.73,
23.12.2021,"2.512,03","2.039,94","3.149,96","17.809,70",8478.31,99.33,,37.2,29.75,54.21,697.34,56.03,454.69,122.81,17.95,0.964947861,,,,,,,,,,,,,7.73,
24.12.2021,"2.505,50","2.038,86","3.161,71","17.923,16",8474.14,,,37.2,,,,,,,,,,,,,,,,,,,,,,
25.12.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
26.12.2021,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,
27.12.2021,,,,,,99.76,,37.2,29.58,54.48,695.83,58.23,455.7,123.09,17.99,1.050004056,923,,,,,,,,,,,,,
28.12.2021,,,,,,99.30,,37.2,30.24,54.51,712.61,59.28,454.69,122.81,17.95,1.052937028,,,,,,,,,,,,,,
29.12.2021,"2.485,53","2.034,37","3.128,13","17.904,82",8506.15,99.00,,37.2,29.73,54.03,694.3,58.97,455.7,123.09,17.99,1.038272167,,,,,,,,,,,,,7.73,
30.12.2021,"2.488,32","2.047,59","3.179,11","18.274,69",8575.78,99.10,,37.2,29.61,54.11,693.38,58.75,455.1,122.92,17.96,0.920953278,,,,,,,,,,,,,7.73,
31.12.2021,"2.478,09","2.046,95","3.191,23","18.387,04",8521.12,98.91,,37.2,,,,,,,,0.962014889,,,,,,,,,,,,,7.74,
01.01.2022,,,,,,,,39.4,,,,,,,,,,2.33,3.18,2.69,2.6,3.32,3.43,1.05,1.02,1.59,1.27,,,
02.01.2022,,,,,,,,39.4,31.8,54.44,702.59,70.73,535.01,123.47,18.04,,,,,,,,,,,,,,,
03.01.2022,,,,,,106.58,,39.4,32.69,58.64,770.8,80.04,628.79,137.92,18.2,0.991344611,,,,,,,,,,,,,,
04.01.2022,"2.514,61","2.060,92","3.190,69","18.364,27",8673.39,107.14,,39.4,31.18,59.55,778.82,71.63,629.34,173.81,22.2,0.967880833,,,,,,,,,,,,,7.79,
05.01.2022,"2.579,23","2.071,67","3.204,31","18.475,55",8584.41,109.77,,39.4,,,,,,,,1.006009472,,,,,,,,,,,,,7.86,
06.01.2022,"2.590,99","2.027,93","3.177,67","18.125,08",8447.41,111.49,,39.4,32.29,58.74,709.01,63.81,513.75,164.03,22.11,0.988411639,,,,,,,,,,,,,,
07.01.2022,"2.567,65","2.060,47","3.133,65","18.231,31",8530.43,111.09,,39.4,29.33,59.01,659.6,64.02,485.16,164.38,20.94,1.011875417,,,,,,,,,,,,,7.75,
08.01.2022,,,,,,,,39.4,30.65,58.52,682.45,72.44,521.17,152.14,20.05,,,,,,,,,,,,,,,
09.01.2022,,,,,,,,39.4,28.97,58.04,614.01,68.85,513.31,146.66,19.23,,,,,,,,,,,,,,,
10.01.2022,"2.597,69","2.032,13","3.156,87","18.575,65",8531.61,109.89,,39.4,,,,,,,,1.05587,918,,,,,,,,,,,,7.76,
11.01.2022,"2.612,25",,,,8866.71,111.48,,39.4,33.39,56.82,689.48,65.2,521.11,137.84,18.15,1.096931611,,,,,,,,,,,,,7.73,
12.01.2022,"2.606,97",,,,8716.62,112.46,,39.4,34.67,58.45,744.03,61.82,461.56,135.94,16.73,1.246513194,,,,,,,,,,,,,7.89,
13.01.2022,"2.576,61","2.065,90","3.119,35","19.314,86",8703.56,111.58,,39.4,29.56,54.16,701.19,56.25,520.14,121.36,17.73,1.093998639,,,,,,,,,,,,,7.83,
14.01.2022,"2.596,62","2.086,64","3.117,69","20.012,26",8523.59,110.59,,39.4,29.83,54.27,695.78,56.43,521.73,121.74,17.79,1.093998639,,,,,,,,,,,,,7.8,
15.01.2022,,,,,,,,39.4,,,,,,,,,,,,,,,,,,,,,,
16.01.2022,,,,,,,,39.4,,,,,,,,,,,,,,,,,,,,,,
17.01.2022,"2.626,27","2.066,18","3.097,96","19.690,12",8546.01,,,39.4,29.56,54.27,697.3,56.41,522.87,122,17.83,,,,,,,,,,,,,,7.69,
18.01.2022,"2.671,01","2.080,15","3.127,51","20.071,94",8549.54,112.53,,39.4,29.87,54.27,706.44,56.97,524.02,122.27,17.87,1.1086635,,,,,,,,,,,,,7.72,
19.01.2022,"2.689,78","2.087,93","3.175,03","20.095,21",8695.61,112.32,,39.4,31.21,54.75,727.86,60.32,526.33,122.81,17.95,1.041205139,,,,,,,,,,,,,7.83,
20.01.2022,"2.754,42","2.094,01","3.247,43","21.127,07",8855.78,114.11,,39.4,32.04,55.19,748.23,61.42,525.64,122.65,17.92,0.985478667,,,,,,,,,,,,,7.93,
21.01.2022,"2.673,88","2.109,28","3.247,77","21.140,83",8798.67,114.12,,39.4,32.09,55.26,747.69,64.01,529.26,122.81,17.95,1.035339194,,,,,,,,,,,,,7.96,
22.01.2022,,,,,,,,39.4,,,,,,,,,,,,,,,,,,,,,,
23.01.2022,,,,,,,,39.4,,,,,,,,,,,,,,,,,,,,,,
24.01.2022,"2.673,82","2.093,32","3.214,59","20.747,80",8619.48,113.66,,39.4,31.1,55.17,723.36,63.7,530.43,123.09,17.99,1.044138111,918,,,,,,,,,,,,7.87,
25.01.2022,"2.726,93","2.086,52","3.198,12","19.928,34",8701.38,114.96,,39.4,31.37,55.46,725.6,65.24,532.08,123.47,18.04,1.050004056,,,,,,,,,,,,,7.85,
26.01.2022,"2.751,68","2.104,02","3.241,56","20.824,03",8860.54,115.09,,39.4,32.35,55.3,727.38,71.05,531.14,123.25,18.01,1.117462417,,,,,,,,,,,,,7.98,
27.01.2022,"2.778,04","2.090,09","3.273,81","20.512,36",8858.18,116.61,,39.4,31.97,54.91,708.29,70.41,544.99,124.74,18.22,1.651263361,,,,,,,,,,,,,8.01,
28.01.2022,"2.764,69","2.064,04","3.268,45","20.395,10",8680.61,117.33,,39.4,31.34,54.58,703.66,71.16,546.22,125.02,18.27,1.220116444,,,,,,,,,,,,,7.92,
29.01.2022,,,,,,,,39.4,,,,,,,,,,,,,,,,,,,,,,
30.01.2022,,,,,,,,39.4,,,,,,,,,,,,,,,,,,,,,,
31.01.2022,"2.696,33","2.037,53","3.271,31","20.295,13",8562.21,116.76,,39.4,31.51,54.65,695.26,73.03,543.28,124.35,18.17,1.272909944,,,,,,,,,,,,,7.88,
01.02.2022,"2.701,43","1.995,79","3.224,39","20.667,97",8605.07,123.12,,39.4,,,,,,,,1.234781306,,1.98,2.64,2.33,2.45,2.81,3.34,0.95,0.82,0.97,1.04,,7.84,
02.02.2022,"2.641,43","1.986,82","3.227,92","20.689,55",8737.54,123.83,,39.4,31.85,54.33,688.18,71.25,536.29,124.55,17.99,1.428357472,,,,,,,,,,,,,7.9,
